text,label
"XIN CÁC BẠN HÃY TIẾP TAY CHIA SẺ RỘNG ĐẾN MỌI NGƯỜI, MỌI GIA ĐÌNH. TIN VUI: KHẨU TRANG CÓ THỂ GIẾT CHẾT VIRUS CORONA TRONG VÒNG 5 PHÚT Hôm nay, 1 nhà khoa học Canada vừa tìm ra được là nếu khẩu trang có tẩm muối, Corona dính vào sẽ bị giết trong vòng 5 phút.... Trong lúc chờ đợi khẩu trang tẩm muối được bán trên thị trường, các bạn có thể làm theo cách sau đây: 1. Hai chén muối khuấy đều với nửa chén nước lọc (đun sôi) cho muối tan. 2. Dùng cọ bôi lên nhiều lần dung dịch muối ở phía ngoài khẩu trang. Chờ khô, làm lại 2 lần nữa và sau đó có thể dùng khẩu trang đi ra ngoài. 3. Nếu không có N95, có thể áp dụng tạm thời trên khẩu trang giấy chống bụi, hoặc khẩu trang bằng vải thường dùng. Nếu dùng khẩu trang vải, cứ 2 ngày giặt nó 1 lần và tẩm muối như vừa chỉ dẫn trên. Nhớ là phải phơi khẩu trang cho thật khô trước khi dùng. 4. Không chỉ giết corona, mà muối còn giết được tất cả những virus khác trong không khí ! Thông tin này cũng đã được đăng trên tạp chí Business Insider. Các bạn đọc thêm ở đây, và thấy có thể làm theo thì nên share post này đến nhiều người để cộng đồng có thêm cách phòng chống. Cộng đồng an toàn hơn thì mỗi chúng ta cũng an toàn hơn <URL>… Xem thêm",1
"HOANG TƯỞNG HAY ĐANG TỰ NHỤC VỀ TỔ QUỐC MÌNH ĐÂY NHỈ? Hôm nay gặp cái băng rôn mang dòng chữ ""loại bỏ tiếng Việt, thay bằng tiếng Anh để đất nước phát triển"". Băng rôn này gắn trước cổng trường THCS Phạm Hồng Thái, Tp Pleiku, Gia Lai sau đó đã bị tháo gỡ. Ấy thế mà một số người vẫn cổ vũ, ca tụng cho cái gọi là ""tiếng Anh là thượng đẳng"". Tôi lại có mấy lời thế này: Trước hết, Văn hoá dân tộc theo nghĩa rộng bao gồm toàn bộ những sản phẩm vật chất và tinh thần do người dân dân tộc đó sáng tạo ra trong suốt quá trình hình thành, tồn tại và phát triển. Ngôn ngữ và chữ viết cũng là tài sản văn hóa, theo đó tiếng nói - ngôn ngữ của người Việt Nam là tài sản bao đời nay cha ông, tổ tiên ta gầy dựng nên với đặc sắc riêng biệt, phân biệt tôi là người Việt Nam hay người Anh, người Mỹ sao lại bỏ đi? Thứ hai, ""Bỏ đi để đất nước phát triển"". Ôi lạ lùng thay! Đất nước Việt Nam chưa phát triển chăng? Tôi nhớ không nhầm Mỹ vừa mới thừa nhận Việt Nam là một nước phát triển, và còn nhận định trong tương lai Việt Nam có thể trở thành một trong những con rồng của Châu Á. Có người nói ""người Việt Nam không sản xuất nổi cái ốc vít"" nhưng Ô tô, tên lửa, tàu biển cũng đang sản xuất quy mô lớn, thậm chí còn có cả máy bay không người lái hành trình đến trên dưới 5.000 km mang theo đầu đạn... đó là tôi chưa nói những bí mật quốc gia về khoa học quân sự không thể tiết lộ được cho mọi người. Còn nữa!, không phát triển tại sao Việt Nam là điểm đến an toàn nhất cho khách phương Tây, cho các nhà đầu tư? Dân vẫn đi xe hơi đầy đường, chiều vẫn nhậu tới bến, về nhà điều hòa,ti vi tủ lạnh, giàn karaoke râm ran từ đầu xóm đến cuối làng, đầu phố đến cuối phường, nhà cao tầng thi nhau mọc lên như nấm sao có thể nói Việt Nam không phát triển? Ôi! Chắc đang hoang tưởng viễn vông hay tự nhục về Tổ quốc mình ấy nhỉ? Những kẻ viết lên dòng chữ ấy cũng không ai khác ngoài hai loại đó là: ""HOANG TƯỞNG"" và ""TỰ NHỤC VỀ DÂN TỘC MÌNH""! Là người Việt Nam sao không ngẩng cao đầu mà bước để cứ cúi sấp mặt xuống đất như vậy? ST",1
ĐỪNG TIN LỜI CHÍNH QUYỀN mà CHẾT CẢ NHÀ!!! Nếu có bệnh nhân chết vì dịch virus corona ở bệnh viện củng chẳng có bác sỉ nào giám đăng giám nói là chết vì corona sẻ bị đuổi việc ngay thậm chí còn bị bỏ tù.,1
Ad và <URL> ơi tôi vừa có thông tin tại t.p <URL>âu đã <URL>ện mấy ca nhiễm cúm (Corola). P.s: sợ k,1
Thêm 1 chiến sĩ vừa qua đời trong bệnh viện! 5 người rồi,1
"✨✨✨ Em chia sẻ chút về người vừa bị nhiễm Virut Corona đã khỏi sau 4 ngày. Mọi người nên đọc để tham khảo ✨✨✨ Chị ấy là Bạn thân của Em đã bị nhiễm Corona từ hôm CN vừa rồi. Hiện tượng ban đầu của C ấy. 👉ngày đầu tiên là Đau họng, ho khan, người rất mệt. 👉Ngày thứ hai là đầu rất đau và đau cả mắt người mệt lả đi khó thở như người thai nghén. Và Chị ấy xúc miệng nước muối nước khử trùng suốt ngày và kèm thêm ăn tỏi sống, uống trà ấm nhiều. Uống nhiều nước Cam hay cũng như tăn...g lượng vitamin. Và C ấy nhỏ cả thuốc mắt nữa, bởi vì đau mắt vô cùng. Và buổi chiều ngày thứ Hai đó C ấy đã gọi đường dây nóng và có người đến khám tại nhà, Và họ nói C ấy đã bị nhiễm virut Corona dạng nhẹ( có nghĩa là bị nhiễm qua rất nhiều người, không phải ở dạng F1,F2). Họ cho C ấy THUỐC UỐNG và nói cách li tại nhà và hàng ngày họ sẽ cho người đến kiểm tra... Ngày hôm đó Chị ấy đã làm nhiệt độ trong phòng của C ấy rất cao, đệm chị ấy chỉnh lên 40 độ và C ấy đã lấy các Bình ủ để nước nóng để xung quanh người, và gối đầu lên cả 1 túi ủ nước nóng, đầu C ấy đau như búa bổ và con mắt cũng đau như muốn lòi ra. Nhưng sau khi đã làm những việc như trên thì người và đầu C ấy toát toàn bộ mồ hôi ra, và không bị lên cơn sốt, vì khi đã để cơ thể sốt có nghĩa là Virut đã xâm nhập rất nhiều. Và tôi thấy C ấy nói là người toát hôi ra thì tôi nói C nên Xông người đi, thì chất độc sẽ thải ra ngoài. Ngày thứ 3 thì C ấy Xông người, và thật tuyệt vời đó mọi người ạ, C ấy nói tự nhiên C ấy thấy người nhẹ đi và không còn đau đầu nữa. BS đến khám ngày thứ hai họ còn ngạc nhiên vì sự bình phục nhanh của C ấy. Họ có hỏi là ngoài uống thuốc của họ có làm gì thêm không, và C ấy nói lại nhưngx điều C ấy đã làm. Và Họ nói là Họ sẽ chia sẻ lại cho bệnh nhân của họ. 👉Và đến ngày thứ 4 C ấy hoàn toàn bình phục như người bình thường. Và BS đã không phải đến nữa. Nên mọi người chịu khó đọc vì E thấy những bài thuốc dân gian của người VN mình cũng sd rất hiệu quả đó ạ. Mọi người nhớ là Xông hàng ngày đến khi khỏi hẳn nhé( như C ấy nói là Xông nóng nó sẽ vào tất cả các Khoang Miệng, Mắt, Mũi vào Họng...và thấy nhẹ hơn) ⭐️⭐️⭐️ Qua Chị ấy bị nhiễm như vậy thì Chúng ta cảm thấy nó không là gì ghê ghớm cả, chỉ cần làm đúng cách là sẽ diệt được nó 💪💪💪 ⭐️⭐️⭐️. Nguồn: sưu tầm từ bà chị Hong Phuong Nguyen ở Đức. ( P/ s: mọi người xông bằng lá chanh, vỏ cam, quýt, cây sả, vỏ bưởi, lá bưởi .. có lá gì trong nhà dùng lá đó và nhớ nhắc nồi nước xông xuống đổ thêm vào 5-6 giọt dầu Phật linh, hoặc dầu gió xanh trường sơn vào để xông ạ và mọi người nhớ hãy uống thật nhiều nước, và dùng thuốc hạ sốt rồi hãy xông tránh trường hợp bị mất nước nhé) Xem thêm",1
"Phó Thủ tướng: Tính đến kịch bản có 30 ngàn người nhiễm COVID-19 nhưng không tuyên truyền rộng! Đài Á Châu Tự Do có trong tay toàn văn bài phát biểu của Phó Thủ tướng kiêm Bí thư Ban cán sự đảng Bộ Y tế nói hôm 25-2-2020, trong đó ông nói đến kịch bản thứ 5 đã được tính sẵn là có 30 ngàn người nhiễm COVID-19 ở Việt Nam nhưng đề nghị ""không tuyên truyền rộng"" vì sẽ làm người dân hoang mang. Thông tin này không được báo đài Việt Nam nhắc đến. ... --- Bạn nghĩ sao? Xem thêm",1
"Bác ở Canada vừa mới báo 1 tin vui từ Canada trong cuộc chiến chống corona, con gái bác cũng làm trong ngành y ở Canada nên các bạn có thể tin tưởng và áp dụng theo Hôm nay, 1 nhà khoa học Canada vừa tìm ra được là nếu khẩu trang có tẩm muối, Corona dính vào sẽ bị giết trong vòng 5 phút. Trong lúc chờ đợi khẩu trang tẩm muối được bán trên thị trường, các bạn có thể làm theo cách sau đây : 1. Hai chén muối khuấy đều với nửa chén nước lọc (đun sôi) cho muối tan.... 2. Dùng cọ bôi lên nhiều lần dung dịch muối ở phía ngoài khẩu trang. Chờ khô, làm lại 2 lần nữa và sau đó có thể dùng khẩu trang đi ra ngoài. 3. Nếu không có N95, có thể áp dụng tạm thời trên khẩu trang giấy chống bụi, hoặc khẩu trang bằng vải thường dùng. Nếu dùng khẩu trang vải, cứ 2 ngày giặt nó 1 lần và tẩm muối như vừa chỉ dẫn trên. Nhớ là phải phơi khẩu trang cho thật khô trước khi dùng. 4. Không chỉ giết corona, mà muối còn giết được tất cả những virus khác trong không khí ! Thông tin này cũng đã được đăng trên tạp chí Business Insider. Các bạn đọc thêm ở đây, và thấy có thể làm theo thì nên share post này đến nhiều người để cộng đồng có thêm cách phòng chống. Cộng đồng an toàn hơn thì mỗi chúng ta cũng an toàn hơn Ps: xin chia sẻ rộng rãi tạo sự lan toả trong cộng đồng cùng #GOTA. ; chia sẻ vào nhóm sẽ hiệu quả hơn. Xem thêm",1
CNN: Chấn động MH370 trở về giữa tâm dịch sân bay Narita-Nhật Bản sau 6 năm mất tích - Thanh Niên Online,1
"KHẨN CẤP: Hàng loạt trẻ em nhập viện vì ngộ độc thịt lợn có chứa thuốc an thần Xét nghiệm ban đâu từ các trẻ nhập viện cho thấy các bé đều có dấu hiệu bị ngộ độc với chất acepromazin, đây là chất có trong thuốc an thản thường được tiêm cho heo trước khi mỏ. Hiện đã có 63 trẻ nhập viện trong tình trạng nguy hiếm, số lượng các trẻ nhập viện cấp cứu ngày một tăng cao.",1
"Dịch Covid19 ở Ý đang bùng phát với số ca tử vong khủng khiếp, hơn 22.700 người. Sáng nay, 3 người Ý đã đến Đà Nẵng khiến người dân rất lo lắng, tại sao họ đến lúc này, họ là ai, sao họ được vào Đà Nẵng...",1
"Thưa các bạn: Hiện giờ trên mạng đã tràn ngập tin tức về virus corona. Đa phần có tính chất chung chung không hữu ích mấy trong việc chẩn đoán và hướng dẫn cộng đồng trong việc tìm hiểu và ngăn ngừa Corona. Sáng nay tôi nhận được bài này từ một người bạn cùng lớp hiện đang làm việc ở Los Angeles, CA. Những tin tức này có vẻ thực tế, dễ hiểu và dễ nhớ - Tôi cảm thấy hữu ích nên cố gắng dịch sang tiếng Việt để các bạn dễ đọc. Đặc biệt là những kinh nghiệm này xuất phát từ mộ...t người có bằng cao học, làm việc ở Quảng Đông Trung Quốc . 1. Nếu bạn bị sổ mũi, có đờm, dãi – Bạn bị bệnh cảm thông thường. 2. Coronavirus viêm phổi chỉ ho khan, không có sổ mũi. 3. Con virus này không chịu nổi nhiệt độ cao, rất dễ bị tiêu diệt ở nhiệt độ vào khoảng 26/27 Celcius. 4. Nếu có ai đó hắt xì, nó sẽ bay khoảng 10 feet (3m) trước khi rơi xuống đất và không còn tồn tại trong không gian. 5. Nếu nó rơi trên bề mặt kim loại, nó có thể sống ít nhất khoảng 12 giờ - Vì vậy, nếu bạn chạm vào loại bề mặt này, rửa tay ngay với xà phòng. 6. Trên vải, chúng sống khoảng 6-12 giờ, loại xà phòng giặt thông thường đủ để giết chúng. 7. Uống nước nóng hiệu quả trị mọi viruses. Đừng uống nước bỏ đá vào . 8. Rửa tay bạn thường xuyên, vì chúng chỉ có thể sống trên tay bạn khoảng 5-10 phút – Tuy nhiên, có nhiều chuyện xảy ra trong khoảng thời gian này – bạn có thể giụi mắt, móc mũi mà không để ý. 9. Cũng nên súc miệng để ngăn ngừa – Chỉ một dung dịch muối thông thường với nước ấm là đủ. 10. Cực kỳ quan trọng: uống thật nhiều nước ! TRIỆU CHỨNG: 1. Chúng nhiễm cổ họng trước, vì vậy bạn sẽ đau cổ họng khoảng 3, 4 ngày. 2. Chúng sau đó sẽ hòa vào nước mũi, rồi tới khí quản, và phổi, gây viêm phổi – Mất thêm 5, 6 ngày nữa. 3. Khi viêm phổi xảy ra, sẽ kèm theo sốt cao và khó thở. 4. Nghẽn khí quản với coronavirus không giống loại thường. Bạn có cảm giác như đang bị chết đuối. Hãy đi bác sĩ lập tức. ( Quang Phạm lược dịch) Xem thêm",1
"HÃY XÔNG KHI BỊ NHIỄM VIRUS (Tin thực tế từ người Việt tại Đức) Đây là bài chia sẻ của chị Nguyễn Hồng Phương (bên Đức, không có FB). Chị vừa bị nhiễm Vi-rút Corona, bộc phát và tự chữa khỏi sau 4 ngày sau đó. Đây là bài đọc để tham khảo, theo kinh nghiệm cá nhân của chị. Nếu các bạn thấy hay, hãy chia sẻ và áp dụng cho mình và người thân khi vướng phải bệnh. Còn không, các bạn có thể lướt qua. Cho đến thời điểm này, bệnh cúm lạ này vẫn chưa có thuốc chữa rõ ràng. Vì nó là b...ệnh cúm, nên chúng ta có thể trị theo cách dân gian là XÔNG. Đây là câu chuyện tự chữa khỏi của chị Phương. Khi bộc phát: ⭐️Ngày thứ nhất: Chị ấy cảm thấy đau họng, ho khan (không đờm, không sổ mũi) và người rất mệt. ⭐Ngày thứ hai: Đầu chị rất đau như là búa bổ và hai mắt cũng đau. Toàn thân mệt lả, và cảm thấy khó thở như người thai nghén.👉 Thế là chị ấy súc miệng bằng nước muối ấm suốt ngày và kèm thêm ăn tỏi sống, uống nhiều nước trà xanh ấm và nước Cam (mọi người có thể uống nước Chanh) để tăng lượng vitamin C. Bên cạnh đó, chị ấy cũng dùng thuốc nhỏ mắt để làm dịu cơn đau mắt. Chiều hôm đó, chị ấy đã gọi đường dây nóng và có người đến khám, thử bệnh cho chị tại nhà. Họ cho chị biết là chị đã bị nhiễm vi-rút Corona dạng nhẹ. Họ cho chị ấy thuốc uống giảm sốt Paracetamol (như là Tylenol ở Hoa Kỳ) và kêu chị cách ly tại nhà và hàng ngày họ sẽ cho người đến kiểm tra. 👉 Chiều tối hôm đó, chị ấy đã mở máy sưởi cho nhiệt độ trong phòng rất cao, nệm nóng của chị ấy cũng chỉnh lên 40 độ C (tức là 104 độ F bên Hoa Kỳ). Chị bắt đầu cảm thấy mình bị sốt, đầu nhức kinh khủng, mắt thì đau như muốn lồi ra. (Phải chăng lúc này có thể vi-rút đang xâm nhập rất nhiều và chuẩn bị vô phổi?). Chị uống thuốc giảm sốt và cố gắng chống cự. Chị quỳ gối, cầu nguyện xin ơn Trên chữa lành cho chị. Sau đó, chị gọi điện thoại cho mẹ chị ở Việt Nam. Mẹ chị khuyên chị thử trị theo cách dân gian. Đó là XÔNG. Chị nghe lời mẹ, cố gắng đứng dậy đi nấu thuốc xông, ra vườn sau cắt lá tắc bỏ vào và cho thêm vài giọt dầu xanh. Thật kỳ diệu mọi người ạ, sau khi xông, toàn thân chị toát ra mồ hôi, và cơn sốt tự nhiên cũng giảm dần. ⭐Ngày thứ 3: Chị ấy tiếp tục xông người, chị cảm thấy người nhẹ đi và không còn đau đầu nữa. Bác sĩ đến khám hôm đó đã ngạc nhiên vì sự bình phục nhanh chóng của chị ấy. Họ hỏi chị ấy ngoài uống thuốc của họ, chị có làm gì thêm không. Chị đã kể lại những điều chị ấy đã làm. Thế là họ nói họ sẽ chia sẻ lại cho bệnh nhân của họ. ⭐️ Đến ngày thứ 4 sau khi bộc phát, chị ấy hoàn toàn bình phục như người bình thường. Chị gọi điện thoại nói bác sĩ không cần cho người đến kiểm tra nữa. Bài chia sẻ hơi dài, mọi người làm ơn chịu khó đọc vì mình thấy những bài thuốc dân gian của người Việt Nam mình rất hay và hiệu quả, trong khi Tây Y chưa biết đến. Khi bị bệnh, mọi người nhớ là XÔNG HÀNG NGÀY cho đến khi khỏi hẳn nhé. À, chị ấy cũng chia sẻ là khi xông, hơi nước xông nóng sẽ vào tất cả các lổ miệng, mắt, mũi, nhất là cổ họng và chị cảm thấy nhẹ người hơn. ⭐️⭐️ Qua bài chia sẻ này, những gì chị ấy bị chúng ta cảm thấy cũng không có gì gọi gì ghê gớm lắm. Chúng ta chỉ cần làm đúng cách thì sẽ tiêu diệt được nó. 💪 (Lưu ý: Mọi người có thể xông bằng lá chanh, vỏ cam, quýt, cây sả, vỏ bưởi, lá bưởi,...Có lá gì trong nhà dùng lá đó (đừng dùng lá độc hại là được) và nhớ khi nhấc nồi nước xông xuống, hãy cho thêm vào vài giọt dầu xanh, và mọi người nhớ hãy uống thật nhiều nước ấm, càng nhiều càng tốt, và dùng thuốc hạ sốt Tylenol, (đừng dùng Ibuprofen, Advil, Aleve) rồi hãy xông, tránh trường hợp bị mất nước nhé). Nguồn bài viết: Fb Vuong Thanh Long Xem thêm",1
"Costco thất thủ 😢😱 ***Người đầu tiên tử vong vì Corona virus tại Hoa Kỳ ở tiểu bang Washington. Giờ mọi người đang đổ xô đi mua lương thực dự trữ trong vòng 2-3 tuần. ***First death from Coronavirus in the United States!! Pray for the US & the whole World! God please bless us!!!! ***TRIỆU CHỨNG NHIỄM CORONA QUA TỪNG NGÀY 🛑Ngày 1 ~ Ngày 3... – Triệu chứng giống bệnh cảm – Viêm họng nhẹ, hơi đau – Không nóng sốt. Không mệt mỏi. Vẫn ăn uống bình thường 🛑Ngày 4 – Cổ họng đau nhẹ, người nôn nao. – Bắt đầu khan tiếng. – Nhiệt độ cơ thể dao động 36.5~ (tuỳ người) – Bắt đầu chán ăn. – Đau đầu nhẹ – Tiêu chảy nhẹ 🛑Ngày 5 – Đau họng, khan tiếng hơn – Cơ thể nóng nhẹ. Nhiệt độ từ 36.5~36.7 – Người mệt mỏi, cảm thấy đau khớp xương ** Giai đoạn này khó nhận ra là cảm hay là nhiễm corona 🛑Ngày 6 – Bắt đầu sốt nhẹ, khoảng 37 – Ho có đàm hoặc ho khan – Đau họng khi ăn, nói hay nuốt nước bọt – Mệt mỏi, buồn nôn – Thỉnh thoảng khó khăn trong việc hít thở – Lưng, ngón tay đau lâm râm – Tiêu chảy, có thể nôn ói 🛑Ngày 7 – Sốt cao hơn từ 37.4~37.8 – Ho nhiều hơn, đàm nhiều hơn. – Toàn thân đau nhức. Đầu nặng như đeo đá – Tần suất khó thở vẫn như cũ. – Tiêu chảy nhìu hơn – Nôn ói 🛑Ngày 8 – Sốt gần mức 38 hoặc trên 38 – Khó thở hơn, mỗi khi hít thở cảm thấy nặng lồng ngực. Hơi thở khò khè – Ho liên tục, đàm nhiều, tắt tiếng – Đầu đau, khớp xương đau, lưng đau… 🛑Ngày 9 – Các triệu chứng không thay đổi mà trở nên nặng hơn. – Sốt tăng giảm lộn xộn – Ho không bớt mà nặng hơn trước. – Dù cố gắng vẫn cảm thấy khó hít thở. ** Tại thời điểm này, nên đi xét nghiệm máu và chụp XQuang phổi để kiểm tra P/S: *** Lời khuyên tốt nhất là nên đi khám bác sĩ ngay sau khi có triệu chứng Ho và Sốt *** – Triệu chứng thay đổi tuỳ theo sức đề kháng của từng người. Ai khoẻ thì mất 10-14 ngày mới phát hiện. Ai không khoẻ thì 4-5 ngày. 👉Mọi người lưu ý : – Đeo khẩu trang khi có thể ( khẩu trang vải cũng được, giặt thường xuyên). – Rửa tay, rửa tay và rửa tay. – Tránh tụ tập đông người. – Nạp thêm Vitamin C để tăng sức đề kháng. – Vệ sinh đồ dùng cá nhân như điện thoại, laptop thường xuyên. 😷NẾU LỠ VƯỚNG VIRUS CORONA, BẠN NÊN LÀM GÌ ĐỂ THOÁT HIỂM? (Lời khuyên của một bác sĩ) Các bạn nên dành chút thời gian đọc bài viết, để có chút kinh nghiệm dành cho bản thân và gia đình bạn bè, phòng trường hợp không may lỡ vướng phải con virus độc ác này. Khi bạn biết mình bị lây nhiễm con virut CORONA Vũ Hán vì ho nhiều, đau ngực, khó thở, nhức đầu và tiêu chảy – người bị nóng sốt lâu không cảm thấy giảm thì hãy làm đúng sau đây: (1) Uống thuốc Tylenol giúp hạ nhiệt và đắp khăn lạnh vào đầu.. Tuyệt đối không sợ hãi, phải thật bình tĩnh vì sống chết có số mạng – mình cố gắng tận hết sức mình – càng sợ hãi về tâm lý thì cơ hội mình càng ít hy vọng hơn – nhớ thật kỹ là không gì sợ hãi khi nhiễm bệnh. (2) Tự mình cách ly với gia đình, người thân – tìm một nơi thoáng mát nằm nghỉ ngơi – một nơi có cửa sổ đưa nhiều không khí vào (3) Mỗi ngày uống nhiều nước cỡ 3 lít – 1 ly nước cam và cố gắng ăn đủ bữa. Cố gắng ăn để cơ thể đủ sức chống lại Virus – nhịn đói rất nguy hại. Nếu khó ăn quá, ăn không nỗi thì uống 1 ly nước trà ấm pha đường tạm thời. (4) Lúc người nóng sốt thì cơ thể lại cảm thấy lạnh nên ai cũng muốn đắp chăn trùm kín – đây là đều tối kị – không nên đắp chăn dù cảm thấy ớn lạnh – đắp tấm khăn mỏng thôi – Người trong nhà giúp người bệnh (nhớ mặc áo mưa nilon và đeo khẩu trang) – Giúp bằng cách đắp khăn lạnh lên đầu người bệnh giúp hạ nhiệt, thay khăn lạnh nhiều lần… (5) Tylenol là thuốc tốt nhất sử dụng trong lúc ngực bị đau và uống thuốc ho nếu bị ho nhiều – NHỚ CHO KỸ thuốc ho (6) Sau khi ăn đủ bữa, uống thuốc giảm đau và thuốc ho thì cố gắng ngủ càng nhiều, cành tốt. Thức dậy thấy đói bụng thì uống 1 ly nước trước khi dùng bữa. (7) Nếu quý bạn làm đúng theo lời dặn này thì cơ hội hết bệnh rất cao và bệnh sẽ giảm dần sau 7 ngày – Sau khi hết bệnh này thì cơ thể bạn đã có kháng tố chống lại con virus Vũ Hán, tuy nhiên phổi sẽ bị hơi đau đôi khi và sẽ khỏi sau 1 tháng. Trong thời gian hết bệnh thì nên tập thở mỗi buổi sáng sớm lúc không khí trong lành. Coronavirus có thể không có dấu hiệu bị lây nhiễm trong nhiều ngày, làm thế nào để biết người đó có bị nhiễm bệnh hay không. Vào thời điểm họ bị sốt và / hoặc ho và đến bệnh viện, phổi thường là 50% Xơ hóa và đã quá muộn! Các chuyên gia Đài Loan cung cấp một cách tự kiểm tra đơn giản mà chúng ta có thể làm mỗi sáng: Hít một hơi thật sâu và nín thở trong hơn 10 giây. Nếu bạn hoàn thành nó mà không ho, không khó chịu, ngột ngạt hoặc căng cứng, v.v … điều đó chứng tỏ không có xơ hóa trong phổi, về cơ bản cho thấy không bị lây nhiễm. Trong những thời điểm quan trọng, bạn nên tự kiểm tra mỗi buổi sáng trong một môi trường có không khí sạch! Lời khuyên nghiêm túc của các bác sĩ Nhật Bản điều trị các trường hợp Covid-19. Mọi người nên đảm bảo miệng & cổ họng của bạn ẩm, không bao giờ KHÔ. Uống vài ngụm nước sau mỗi ít nhất 15 phút. TẠI SAO? Ngay cả khi vi-rút xâm nhập vào miệng bạn … nước uống hoặc các chất lỏng khác sẽ quét chúng xuống qua thực quản và vào dạ dày. Khi đã ở trong bụng … ACID dạ dày của bạn sẽ tiêu diệt tất cả virus. Nếu bạn không uống đủ nước thường xuyên hơn … virus có thể xâm nhập vào khí quản của bạn và vào PHỔI. Điều đó rất nguy hiểm. Xin nhắc nhở mọi người về điều này! Triệu chứng của Covid-19 và cách tự bảo vệ mình – Lời khuyên của bác sĩ Nhật Bản & Đài Loan Theo Korea News [Nguồn : Group Người Việt Cali] Xem thêm",1
